"Well","Cy5IntDen","Cy5Median","Cy5XArea","AmpFluor","WTFluor","MUTFluor","ThermalCycler","Array","Master","RunDate","Resolution","Triton","Tween","RefMat","CellStain","FAMIntDen","FAMMedian","FAMXArea","Linked","CellCount","HEXIntDen","HEXMedian","HEXXArea"
573,116542,739,74.706,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1271195,7670,74.706,0,0,167035,1032,74.118
574,94284,271,54.118,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",818112,2271,54.118,0,0,107741,137,54.118
575,94004,337,58.824,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",887337,3277,58.824,0,0,109234,115,58.235
576,82875,517,80.588,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",830339,4829,81.176,0,0,122718,760,81.176
577,17246,0,7.647,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",97816,0,7.647,0,0,16754,0,7.647
578,0,0,0,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",0,0,0,0,0,0,0,0
579,83778,0,32.353,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",362661,0,32.353,0,0,119153,0,32.353
580,125862,36,50,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2072745,1467,50.588,0,0,645413,98,50.588
581,80206,0,41.176,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",596824,0,41.176,0,0,106071,0,41.176
582,122891,0,45.294,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",849847,0,45.294,0,0,122407,0,45.294
583,274452,596,56.471,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2426747,3874,56.471,0,0,159151,74,56.471
584,97456,0,48.824,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",680318,0,49.412,0,1,126288,0,49.412
585,70121,0,37.647,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",485966,0,37.647,0,1,92361,0,37.647
586,125085,387,51.765,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2461533,1648,51.765,0,0,732863,182,51.765
587,215841,547,52.353,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2212415,1674,52.353,0,0,329902,90,52.353
588,78218,0,43.529,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",567900,0,44.118,0,1,112557,0,44.118
589,105007,429,54.118,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2709662,2608,54.118,0,1,890037,283,54.118
590,91438,0,40,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",574694,0,40,0,2,111655,0,40
591,80470,0,42.353,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",589896,0,42.353,0,0,101532,0,42.353
592,82236,0,41.765,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",594050,0,42.353,0,1,110737,0,42.353
593,106652,340,55.294,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2555005,2486,55.882,0,0,686168,402,55.882
594,81124,0,40.588,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",604672,0,40.588,0,0,95121,0,40.588
595,81451,0,42.353,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1161019,0,42.353,0,0,119749,0,42.353
596,76457,0,41.176,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",620308,0,41.176,0,1,84165,0,41.176
597,79908,0,45.294,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",641424,0,45.294,0,1,85394,0,45.294
598,105400,299,52.353,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1750150,2379,52.941,0,0,164799,55,52.941
599,82945,319,54.706,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1887294,1846,54.706,0,0,185737,110,54.706
600,90136,0,48.824,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",731113,0,48.824,0,0,88702,0,48.824
601,121090,350,54.706,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1134972,2686,55.882,0,0,125122,112,55.882
602,102291,604,61.765,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1011212,3497,62.353,0,0,122195,346,62.353
603,128992,0,48.235,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1466778,0,48.235,0,0,146211,0,48.235
604,112411,483,59.412,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1111432,4516,60.588,0,1,125560,140,60.588
605,100505,269,52.353,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1029672,2354,52.353,0,1,113257,138,52.353
